ID_RECEBIVEL;SEU_NUMERO;NUMERO_DOCUMENTO;CPF_CNPJ_CEDENTE;CPF_CNPJ_SACADO;TIPO_RECEBIVEL;VALOR_COMPRA;VALOR_VENCIMENTO;ENTRADA;DATA_MOVIMENTO;DATA_VENCIMENTO;FUNDO_ID;CHAVE_NFE;REVISAO
910000000000000000074;QA-M-000074;800000074;83920000000480;83930000001190;NOTA_FISCAL;45900,41;48830,22;AQUISICAO_QA;2026-08-07;2026-11-12;61f02178-58af-bbfa-9a33-f97ac5b3dd96;35260883920000000480550750000000741100000740;1
910000000000000000076;QA-M-000076;800000076;83920000000137;83930000000975;NOTA_FISCAL;90116,51;94859,48;AQUISICAO_QA;2026-08-07;2026-11-14;61f02178-58af-bbfa-9a33-f97ac5b3dd96;35260883920000000137550770000000761100000764;1
910000000000000000078;QA-M-000078;800000078;83920000000307;83930000000703;NOTA_FISCAL;169325,68;180133,70;AQUISICAO_QA;2026-08-07;2026-11-16;61f02178-58af-bbfa-9a33-f97ac5b3dd96;35260883920000000307550790000000781100000788;1
910000000000000000080;QA-M-000080;800000080;83920000000560;83930000000541;NOTA_FISCAL;12027,42;12660,44;AQUISICAO_QA;2026-08-07;2026-11-18;61f02178-58af-bbfa-9a33-f97ac5b3dd96;35260883920000000560550810000000801100000803;1
910000000000000000082;QA-M-000082;800000082;83920000000218;83930000000380;NOTA_FISCAL;23675,95;25187,18;AQUISICAO_QA;2026-08-07;2026-11-20;61f02178-58af-bbfa-9a33-f97ac5b3dd96;35260883920000000218550830000000821100000829;1
910000000000000000084;QA-M-000084;800000084;83920000000480;83930000000118;NOTA_FISCAL;46515,72;48963,92;AQUISICAO_QA;2026-08-07;2026-11-22;61f02178-58af-bbfa-9a33-f97ac5b3dd96;35260883920000000480550850000000841100000840;1
910000000000000000086;QA-M-000086;800000086;83920000000137;83930000001190;NOTA_FISCAL;89079,94;94765,89;AQUISICAO_QA;2026-08-07;2026-11-24;61f02178-58af-bbfa-9a33-f97ac5b3dd96;35260883920000000137550870000000861100000863;1
910000000000000000088;QA-M-000088;800000088;83920000000307;83930000000975;NOTA_FISCAL;171038,10;180040,11;AQUISICAO_QA;2026-08-07;2026-11-26;61f02178-58af-bbfa-9a33-f97ac5b3dd96;35260883920000000307550890000000881100000887;1
910000000000000000090;QA-M-000090;800000090;83920000000560;83930000000703;NOTA_FISCAL;11812,84;12566,85;AQUISICAO_QA;2026-08-07;2026-11-28;61f02178-58af-bbfa-9a33-f97ac5b3dd96;35260883920000000560550910000000901100000902;1
910000000000000000092;QA-M-000092;800000092;83920000000218;83930000000541;NOTA_FISCAL;23838,91;25093,59;AQUISICAO_QA;2026-08-07;2026-11-30;61f02178-58af-bbfa-9a33-f97ac5b3dd96;35260883920000000218550930000000921100000928;1
910000000000000000094;QA-M-000094;800000094;83920000000480;83930000000380;NOTA_FISCAL;45938,11;48870,33;AQUISICAO_QA;2026-08-07;2026-12-02;61f02178-58af-bbfa-9a33-f97ac5b3dd96;35260883920000000480550950000000941100000949;1
910000000000000000096;QA-M-000096;800000096;83920000000137;83930000000118;NOTA_FISCAL;90154,61;94899,59;AQUISICAO_QA;2026-08-07;2026-08-31;61f02178-58af-bbfa-9a33-f97ac5b3dd96;35260883920000000137550970000000961100000962;1
910000000000000000098;QA-M-000098;800000098;83920000000307;83930000001190;NOTA_FISCAL;169363,38;180173,81;AQUISICAO_QA;2026-08-07;2026-09-02;61f02178-58af-bbfa-9a33-f97ac5b3dd96;35260883920000000307550990000000981100000986;1
910000000000000000100;QA-M-000100;800000100;83920000000560;83930000000975;NOTA_FISCAL;12065,52;12700,55;AQUISICAO_QA;2026-08-07;2026-09-04;61f02178-58af-bbfa-9a33-f97ac5b3dd96;35260883920000000560551010000001001100001007;1
910000000000000000102;QA-M-000102;800000102;83920000000218;83930000000703;NOTA_FISCAL;23500,00;25000,00;AQUISICAO_QA;2026-08-07;2026-09-06;61f02178-58af-bbfa-9a33-f97ac5b3dd96;35260883920000000218551030000001021100001022;1
